Original,Split,Literal_Translation,Fluent_Translation,Sentiment,Cleaned_Literal_Translation,Cleaned_Fluent_Translation
Entrevue donnée par bibi ds le cadre du #FME2014 au sujet de la @user &amp; son rôle dans l'écosystème culturel. http,train,Interview given by bibi ds on framework of the #FME2014 to subject of the the @user &amp; sound role in the ecosystem cultural. http,Interview given by bibi ds the #FME2014 framework about @user &amp; its role in the cultural ecosystem. http,1,Interview given by bibi ds on framework of the #FME2014 to subject of the the @user &amp; sound role in the ecosystem cultural. http,Interview given by bibi ds the #FME2014 framework about @user &amp; its role in the cultural ecosystem. http
160000 logements anciens rénovés par an:le chiffre le plus bas en matière de rénovation qu'à jamais connue la France #transitionenergetique,train,160000 Housing old renovated by year:on number on plus low in material of the renovation that to Never known the France #ergetic transition,160000 old dwellings renovated per year:the lowest figure in terms of renovation than ever known in France #transitionenergetique,2,160000 Housing old renovated by year:on number on plus low in material of the renovation that to Never known the France #ergetic transition,160000 old dwellings renovated per year:the lowest figure in terms of renovation than ever known in France #transitionenergetique
on va voir les maires s'ils sont punis des magouilles pour les éoliennes! cinq ans de prison et un grosse amende! suivons de près,train,on Go. see on mayors if they are Penalties of the Scams for on Wind turbines! five years of the prison and one large Fine! Follow of the near,We're going to see the mayors if they're being punished for wind turbines! Five years in prison and a big fine!,0,on Go. see on mayors if they are Penalties of the Scams for on Wind turbines! five years of the prison and one large Fine! Follow of the near,We're going to see the mayors if they're being punished for wind turbines! Five years in prison and a big fine!
L'îlot d'ashdawai is out! http Stories via @user,train,The island of ashdawai is Out! http Stories via @user,The island of Ashdawai is out! http Stories via @user,1,The island of ashdawai is Out! http Stories via @user,The island of Ashdawai is out! http Stories via @user
"Découvertes surprenantes en Egypte: Preuve de haute technologie très ancienne, dont des machines à d... | @user http",train,"Discovery Surprising in Egypt: Evidence of the High Technology very old, of which: of the machinery to d... - Yes, sir. @user http","Surprising Discoveries in Egypt: Evidence of very old high technology, including high tech machines",2,"Discovery Surprising in Egypt: Evidence of the High Technology very old, of which: of the machinery to d... - Yes, sir. @user http","Surprising Discoveries in Egypt: Evidence of very old high technology, including high tech machines"
"L'éco-taxe abandonnée... J'allais faire un tweet pessimiste sur l'écologie, mais heureusement, Hollande rencontre Schwarzenegger. O__O",train,"Eco-tax Abandoned... I was going. Do one tweet pessimistic on ecology, but Fortunately, Netherlands meeting Schwarzenegger. O_O","The abandoned eco-tax... I was going to make a pessimistic tweet about ecology, but fortunately, Holland meets Schwarzenegger.",0,"Eco-tax Abandoned... I was going. Do one tweet pessimistic on ecology, but Fortunately, Netherlands meeting Schwarzenegger. O_O","The abandoned eco-tax... I was going to make a pessimistic tweet about ecology, but fortunately, Holland meets Schwarzenegger."
"#Environnement #Ecologie #Consommation  Les magasins ""#zéroemballage"" font un carton  (via @user)  http",train,"#Environment #Ecology #Consumption The stores ""#zero packaging"" do one Cardboard (via @user) http","#Environment #Ecology #Consumption Shops ""#zero packaging"" make a carton (via @user) http",1,"#Environment #Ecology #Consumption The stores ""#zero packaging"" do one Cardboard (via @user) http","#Environment #Ecology #Consumption Shops ""#zero packaging"" make a carton (via @user) http"
Je viens de voir un #renard dans mon jardin. C'est beau mais j'imaginais ça plus gros. #campagne #biodiversité,train,I Come on. of the see one #renard in my garden. It's beautiful but I was just imagining This plus Big. #campaign #biodiversity,I just saw a #renard in my garden. It's beautiful but I imagined it bigger. #campaign #biodiversity,2,I Come on. of the see one #renard in my garden. It's beautiful but I was just imagining This plus Big. #campaign #biodiversity,I just saw a #renard in my garden. It's beautiful but I imagined it bigger. #campaign #biodiversity
[@user] : Contre la privatisation des centrales hydroélectriques http  #PG #RéseauFDG,train,"[@user] - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. Against the privatization of the Power plants Hydroelectric http #PG #FDG Network",[@user]: Against the privatization of hydroelectric power plants http #PG #FDG Network,0,[@user] - No. Against the privatization of the Power plants Hydroelectric http #PG #FDG Network,[@user]: Against the privatization of hydroelectric power plants http #PG #FDG Network
"@user Tututuuu... fallait bien 10 ans d'endoctrinement pour ""sortir"" du nucleaire productif et installer des eoliennes improductives!",train,"@user Tuttuuuu... had to Good. 10 years indoctrination for ""get out"" of the Nuclear Productive and install of the Wind turbines Unproductive!","@user Tutuuu... it took 10 years of indoctrination to ""get out"" of the productive nuclear and install unproductive wind turbines!",1,"@user Tuttuuuu... had to Good. 10 years indoctrination for ""get out"" of the Nuclear Productive and install of the Wind turbines Unproductive!","@user Tutuuu... it took 10 years of indoctrination to ""get out"" of the productive nuclear and install unproductive wind turbines!"
"Brétigny, un an après : réagir, soutenir, accompagner http http",train,"Brétigny, one year after - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. react, support, accompany http http","Brétigny, a year later: react, support, accompany http",2,"Brétigny, one year after - No. react, support, accompany http http","Brétigny, a year later: react, support, accompany http"
"Moins médiatisé que le réchauffement climatique, l'acidification des océans représente pourtant un phénomène... http",train,"Less Mediated that on warming climate change, Acidification of the Oceans Representative yet one phenomenon... http","Less publicized than global warming, ocean acidification is a phenomenon... http",0,"Less Mediated that on warming climate change, Acidification of the Oceans Representative yet one phenomenon... http","Less publicized than global warming, ocean acidification is a phenomenon... http"
Une 6ème République pour un développement humain durable http via @user,train,One 6th Republic for one development Human sustainable http via @user,A 6th Republic for sustainable human development http via @user,1,One 6th Republic for one development Human sustainable http via @user,A 6th Republic for sustainable human development http via @user
"#Documentaire #Transition : Découvrir de belles initiatives vers la transition énergétique, économique,... http",train,"#Documentary #Transition - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. Discover of the beautiful initiatives to the transition energy, economic,... http","#Documentary #Transition: Discovering beautiful initiatives towards energy, economic,... http",2,"#Documentary #Transition - No. Discover of the beautiful initiatives to the transition energy, economic,... http","#Documentary #Transition: Discovering beautiful initiatives towards energy, economic,... http"
@user aucune honte ! En plus nommé à une commission sur le développement durable ! Ne pas se plaindre de la montée de l'extémisme,train,"@user none shame - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no no no no no no no no no no no no no no no no no no no In plus appointed to a Committee on on development sustainable - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no no no no no no no no no no no no no no no no no no no Do not not s complaint of the the climbed of the extremism",@user no shame! Also appointed to a commission on sustainable development! Don't complain about the rise of extremism,0,@user none shame - No. no In plus appointed to a Committee on on development sustainable - No. no Do not not s complaint of the the climbed of the extremism,@user no shame! Also appointed to a commission on sustainable development! Don't complain about the rise of extremism
